36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
14:46:56.0 (3675144)|VARIABLE_ASSIGNMENT|[140]|this.Maintenance_Cycle__c|10|0x173bda9e
14:46:56.0 (3688740)|VARIABLE_ASSIGNMENT|[140]|this.Replacement_Part__c|true|0x173bda9e
14:46:56.0 (3697889)|VARIABLE_SCOPE_BEGIN|[140]|p|Product2|true|false
14:46:56.0 (3711363)|VARIABLE_ASSIGNMENT|[140]|p|{"Name":"TEST","Lifespan_Months__c":10,"Maintenance_Cycle__c":10,"Replacement_Part__c":true}|0x173bda9e
14:46:56.0 (3716491)|STATEMENT_EXECUTE|[144]
14:46:56.0 (3720699)|METHOD_EXIT|[85]|01pf400000Gbx3Y|InstallationTests.createEquipment()
14:46:56.0 (3730340)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:46:56.0 (3736889)|HEAP_ALLOCATE|[83]|Bytes:4
14:46:56.0 (3743466)|VARIABLE_ASSIGNMENT|[83]|i|2
14:46:56.0 (3749762)|STATEMENT_EXECUTE|[83]
14:46:56.0 (3751334)|STATEMENT_EXECUTE|[84]
14:46:56.0 (3754882)|METHOD_ENTRY|[84]|01pf400000Gbx3Y|InstallationTests.createVehicle()
14:46:56.0 (3765378)|STATEMENT_EXECUTE|[134]
14:46:56.0 (3766973)|STATEMENT_EXECUTE|[135]
14:46:56.0 (3778843)|HEAP_ALLOCATE|[135]|Bytes:4
14:46:56.0 (3796843)|VARIABLE_ASSIGNMENT|[135]|this.Name|"TEST"|0x76d5a1fd
14:46:56.0 (3806206)|VARIABLE_SCOPE_BEGIN|[135]|v|Vehicle__c|true|false
14:46:56.0 (3816438)|VARIABLE_ASSIGNMENT|[135]|v|{"Name":"TEST"}|0x76d5a1fd
14:46:56.0 (3821703)|STATEMENT_EXECUTE|[136]
14:46:56.0 (3825295)|METHOD_EXIT|[84]|01pf400000Gbx3Y|InstallationTests.createVehicle()
14:46:56.0 (3834211)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:46:56.0 (3840094)|STATEMENT_EXECUTE|[85]
14:46:56.0 (3843116)|METHOD_ENTRY|[85]|01pf400000Gbx3Y|InstallationTests.createEquipment()
14:46:56.0 (3853033)|STATEMENT_EXECUTE|[139]
14:46:56.0 (3854586)|STATEMENT_EXECUTE|[140]
14:46:56.0 (3864816)|HEAP_ALLOCATE|[140]|Bytes:4
14:46:56.0 (3882565)|VARIABLE_ASSIGNMENT|[140]|this.Name|"TEST"|0x50769914
14:46:56.0 (3893396)|HEAP_ALLOCATE|[140]|Bytes:28
14:46:56.0 (3897411)|HEAP_ALLOCATE|[140]|Bytes:28
14:46:56.0 (3911267)|VARIABLE_ASSIGNMENT|[140]|this.Lifespan_Months__c|10|0x50769914
14:46:56.0 (3919532)|HEAP_ALLOCATE|[140]|Bytes:28
14:46:56.0 (3923365)|HEAP_ALLOCATE|[140]|Bytes:28
14:46:56.0 (3934862)|VARIABLE_ASSIGNMENT|[140]|this.Maintenance_Cycle__c|10|0x50769914
14:46:56.0 (3947821)|VARIABLE_ASSIGNMENT|[140]|this.Replacement_Part__c|true|0x50769914
14:46:56.0 (3957287)|VARIABLE_SCOPE_BEGIN|[140]|p|Product2|true|false
14:46:56.0 (3970065)|VARIABLE_ASSIGNMENT|[140]|p|{"Name":"TEST","Lifespan_Months__c":10,"Maintenance_Cycle__c":10,"Replacement_Part__c":true}|0x50769914
14:46:56.0 (3975121)|STATEMENT_EXECUTE|[144]
14:46:56.0 (3979174)|METHOD_EXIT|[85]|01pf400000Gbx3Y|InstallationTests.createEquipment()
14:46:56.0 (3988118)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:46:56.0 (3994242)|HEAP_ALLOCATE|[83]|Bytes:4
14:46:56.0 (4000510)|VARIABLE_ASSIGNMENT|[83]|i|3
14:46:56.0 (4006923)|STATEMENT_EXECUTE|[83]
14:46:56.0 (4008408)|STATEMENT_EXECUTE|[84]
14:46:56.0 (4012073)|METHOD_ENTRY|[84]|01pf400000Gbx3Y|InstallationTests.createVehicle()
14:46:56.0 (4021907)|STATEMENT_EXECUTE|[134]
14:46:56.0 (4023457)|STATEMENT_EXECUTE|[135]
14:46:56.0 (4034034)|HEAP_ALLOCATE|[135]|Bytes:4
14:46:56.0 (4051728)|VARIABLE_ASSIGNMENT|[135]|this.Name|"TEST"|0x67f0bf18
14:46:56.0 (4060475)|VARIABLE_SCOPE_BEGIN|[135]|v|Vehicle__c|true|false
14:46:56.0 (4071320)|VARIABLE_ASSIGNMENT|[135]|v|{"Name":"TEST"}|0x67f0bf18
14:46:56.0 (4076684)|STATEMENT_EXECUTE|[136]
14:46:56.0 (4080029)|METHOD_EXIT|[84]|01pf400000Gbx3Y|InstallationTests.createVehicle()
14:46:56.0 (4088354)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:46:56.0 (4094144)|STATEMENT_EXECUTE|[85]
14:46:56.0 (4097580)|METHOD_ENTRY|[85]|01pf400000Gbx3Y|InstallationTests.createEquipment()
14:46:56.0 (4106370)|STATEMENT_EXECUTE|[139]
14:46:56.0 (4107996)|STATEMENT_EXECUTE|[140]
14:46:56.0 (4117381)|HEAP_ALLOCATE|[140]|Bytes:4
14:46:56.0 (4134294)|VARIABLE_ASSIGNMENT|[140]|this.Name|"TEST"|0x2ed66652
14:46:56.0 (4144759)|HEAP_ALLOCATE|[140]|Bytes:28
14:46:56.0 (4148675)|HEAP_ALLOCATE|[140]|Bytes:28
14:46:56.0 (4164334)|VARIABLE_ASSIGNMENT|[140]|this.Lifespan_Months__c|10|0x2ed66652
14:46:56.0 (4172994)|HEAP_ALLOCATE|[140]|Bytes:28
14:46:56.0 (4176456)|HEAP_ALLOCATE|[140]|Bytes:28
14:46:56.0 (4187977)|VARIABLE_ASSIGNMENT|[140]|this.Maintenance_Cycle__c|10|0x2ed66652
14:46:56.0 (4200352)|VARIABLE_ASSIGNMENT|[140]|this.Replacement_Part__c|true|0x2ed66652
14:46:56.0 (4209042)|VARIABLE_SCOPE_BEGIN|[140]|p|Product2|true|false
14:46:56.0 (4221654)|VARIABLE_ASSIGNMENT|[140]|p|{"Name":"TEST","Lifespan_Months__c":10,"Maintenance_Cycle__c":10,"Replacement_Part__c":true}|0x2ed66652
14:46:56.0 (4227372)|STATEMENT_EXECUTE|[144]
14:46:56.0 (4231059)|METHOD_EXIT|[85]|01pf400000Gbx3Y|InstallationTests.createEquipment()
14:46:56.0 (4240255)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:46:56.0 (4246112)|HEAP_ALLOCATE|[83]|Bytes:4
14:46:56.0 (4252154)|VARIABLE_ASSIGNMENT|[83]|i|4
14:46:56.0 (4257909)|STATEMENT_EXECUTE|[83]
14:46:56.0 (4259426)|STATEMENT_EXECUTE|[84]
14:46:56.0 (4262612)|METHOD_ENTRY|[84]|01pf400000Gbx3Y|InstallationTests.createVehicle()
14:46:56.0 (4272166)|STATEMENT_EXECUTE|[134]
14:46:56.0 (4273716)|STATEMENT_EXECUTE|[135]
14:46:56.0 (4284157)|HEAP_ALLOCATE|[135]|Bytes:4
14:46:56.0 (4301564)|VARIABLE_ASSIGNMENT|[135]|this.Name|"TEST"|0x7557f03c
14:46:56.0 (4310559)|VARIABLE_SCOPE_BEGIN|[135]|v|Vehicle__c|true|false
14:46:56.0 (4320440)|VARIABLE_ASSIGNMENT|[135]|v|{"Name":"TEST"}|0x7557f03c
14:46:56.0 (4326300)|STATEMENT_EXECUTE|[136]
14:46:56.0 (4329635)|METHOD_EXIT|[84]|01pf400000Gbx3Y|InstallationTests.createVehicle()
14:46:56.0 (4338265)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:46:56.0 (4343823)|STATEMENT_EXECUTE|[85]
14:46:56.0 (4347124)|METHOD_ENTRY|[85]|01pf400000Gbx3Y|InstallationTests.createEquipment()
14:46:56.0 (4356664)|STATEMENT_EXECUTE|[139]
14:46:56.0 (4358219)|STATEMENT_EXECUTE|[140]
14:46:56.0 (4367580)|HEAP_ALLOCATE|[140]|Bytes:4
14:46:56.0 (4384402)|VARIABLE_ASSIGNMENT|[140]|this.Name|"TEST"|0x118d79bb
14:46:56.0 (4394839)|HEAP_ALLOCATE|[140]|Bytes:28
14:46:56.0 (4398745)|HEAP_ALLOCATE|[140]|Bytes:28
14:46:56.0 (4411390)|VARIABLE_ASSIGNMENT|[140]|this.Lifespan_Months__c|10|0x118d79bb
14:46:56.0 (4419815)|HEAP_ALLOCATE|[140]|Bytes:28
14:46:56.0 (4423081)|HEAP_ALLOCATE|[140]|Bytes:28
14:46:56.0 (4433829)|VARIABLE_ASSIGNMENT|[140]|this.Maintenance_Cycle__c|10|0x118d79bb
14:46:56.0 (4446825)|VARIABLE_ASSIGNMENT|[140]|this.Replacement_Part__c|true|0x118d79bb
14:46:56.0 (4455809)|VARIABLE_SCOPE_BEGIN|[140]|p|Product2|true|false
14:46:56.0 (4472759)|VARIABLE_ASSIGNMENT|[140]|p|{"Name":"TEST","Lifespan_Months__c":10,"Maintenance_Cycle__c":10,"Replacement_Part__c":true}|0x118d79bb
14:46:56.0 (4478216)|STATEMENT_EXECUTE|[144]
14:46:56.0 (4482240)|METHOD_EXIT|[85]|01pf400000Gbx3Y|InstallationTests.createEquipment()
14:46:56.0 (4491493)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:46:56.0 (4498063)|HEAP_ALLOCATE|[83]|Bytes:4
14:46:56.0 (4504615)|VARIABLE_ASSIGNMENT|[83]|i|5
14:46:56.0 (4510403)|STATEMENT_EXECUTE|[83]
14:46:56.0 (4511904)|STATEMENT_EXECUTE|[84]
14:46:56.0 (4515332)|METHOD_ENTRY|[84]|01pf400000Gbx3Y|InstallationTests.createVehicle()
14:46:56.0 (4526529)|STATEMENT_EXECUTE|[134]
14:46:56.0 (4528137)|STATEMENT_EXECUTE|[135]
14:46:56.0 (4540902)|HEAP_ALLOCATE|[135]|Bytes:4
14:46:56.0 (4558912)|VARIABLE_ASSIGNMENT|[135]|this.Name|"TEST"|0x73e70ced
14:46:56.0 (4568118)|VARIABLE_SCOPE_BEGIN|[135]|v|Vehicle__c|true|false
14:46:56.0 (4578535)|VARIABLE_ASSIGNMENT|[135]|v|{"Name":"TEST"}|0x73e70ced
14:46:56.0 (4583885)|STATEMENT_EXECUTE|[136]
14:46:56.0 (4587483)|METHOD_EXIT|[84]|01pf400000Gbx3Y|InstallationTests.createVehicle()
14:46:56.0 (4596088)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:46:56.0 (4601538)|STATEMENT_EXECUTE|[85]
14:46:56.0 (4604659)|METHOD_ENTRY|[85]|01pf400000Gbx3Y|InstallationTests.createEquipment()
14:46:56.0 (4614315)|STATEMENT_EXECUTE|[139]
14:46:56.0 (4615852)|STATEMENT_EXECUTE|[140]
14:46:56.0 (4625133)|HEAP_ALLOCATE|[140]|Bytes:4
14:46:56.0 (4641713)|VARIABLE_ASSIGNMENT|[140]|this.Name|"TEST"|0x6e9e1035
14:46:56.0 (4652829)|HEAP_ALLOCATE|[140]|Bytes:28
14:46:56.0 (4656685)|HEAP_ALLOCATE|[140]|Bytes:28
14:46:56.0 (4669727)|VARIABLE_ASSIGNMENT|[140]|this.Lifespan_Months__c|10|0x6e9e1035
14:46:56.0 (4678690)|HEAP_ALLOCATE|[140]|Bytes:28
14:46:56.0 (4682747)|HEAP_ALLOCATE|[140]|Bytes:28
14:46:56.0 (4693442)|VARIABLE_ASSIGNMENT|[140]|this.Maintenance_Cycle__c|10|0x6e9e1035
14:46:56.0 (4706781)|VARIABLE_ASSIGNMENT|[140]|this.Replacement_Part__c|true|0x6e9e1035
14:46:56.0 (4714919)|VARIABLE_SCOPE_BEGIN|[140]|p|Product2|true|false
14:46:56.0 (4727614)|VARIABLE_ASSIGNMENT|[140]|p|{"Name":"TEST","Lifespan_Months__c":10,"Maintenance_Cycle__c":10,"Replacement_Part__c":true}|0x6e9e1035
14:46:56.0 (4733597)|STATEMENT_EXECUTE|[144]
14:46:56.0 (4737418)|METHOD_EXIT|[85]|01pf400000Gbx3Y|InstallationTests.createEquipment()
14:46:56.0 (4745978)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:46:56.0 (4752160)|HEAP_ALLOCATE|[83]|Bytes:4
14:46:56.0 (4757816)|VARIABLE_ASSIGNMENT|[83]|i|6
14:46:56.0 (4763729)|STATEMENT_EXECUTE|[83]
14:46:56.0 (4765332)|STATEMENT_EXECUTE|[84]
14:46:56.0 (4768662)|METHOD_ENTRY|[84]|01pf400000Gbx3Y|InstallationTests.createVehicle()
14:46:56.0 (4779350)|STATEMENT_EXECUTE|[134]
14:46:56.0 (4780978)|STATEMENT_EXECUTE|[135]
14:46:56.0 (4791104)|HEAP_ALLOCATE|[135]|Bytes:4
14:46:56.0 (4807786)|VARIABLE_ASSIGNMENT|[135]|this.Name|"TEST"|0x2482cbca
14:46:56.0 (4816098)|VARIABLE_SCOPE_BEGIN|[135]|v|Vehicle__c|true|false
14:46:56.0 (4825825)|VARIABLE_ASSIGNMENT|[135]|v|{"Name":"TEST"}|0x2482cbca
14:46:56.0 (4831388)|STATEMENT_EXECUTE|[136]
14:46:56.0 (4834663)|METHOD_EXIT|[84]|01pf400000Gbx3Y|InstallationTests.createVehicle()
14:46:56.0 (4844294)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:46:56.0 (4849832)|STATEMENT_EXECUTE|[85]
14:46:56.0 (4852919)|METHOD_ENTRY|[85]|01pf400000Gbx3Y|InstallationTests.createEquipment()
14:46:56.0 (4862450)|STATEMENT_EXECUTE|[139]
14:46:56.0 (4864032)|STATEMENT_EXECUTE|[140]
14:46:56.0 (4873682)|HEAP_ALLOCATE|[140]|Bytes:4
14:46:56.0 (4891389)|VARIABLE_ASSIGNMENT|[140]|this.Name|"TEST"|0x5eb82e40
14:46:56.0 (4902207)|HEAP_ALLOCATE|[140]|Bytes:28
14:46:56.0 (4905866)|HEAP_ALLOCATE|[140]|Bytes:28
14:46:56.0 (4918267)|VARIABLE_ASSIGNMENT|[140]|this.Lifespan_Months__c|10|0x5eb82e40
14:46:56.0 (4926463)|HEAP_ALLOCATE|[140]|Bytes:28
14:46:56.0 (4930046)|HEAP_ALLOCATE|[140]|Bytes:28
14:46:56.0 (4941036)|VARIABLE_ASSIGNMENT|[140]|this.Maintenance_Cycle__c|10|0x5eb82e40
14:46:56.0 (4954422)|VARIABLE_ASSIGNMENT|[140]|this.Replacement_Part__c|true|0x5eb82e40
14:46:56.0 (4962587)|VARIABLE_SCOPE_BEGIN|[140]|p|Product2|true|false
14:46:56.0 (4974973)|VARIABLE_ASSIGNMENT|[140]|p|{"Name":"TEST","Lifespan_Months__c":10,"Maintenance_Cycle__c":10,"Replacement_Part__c":true}|0x5eb82e40
14:46:56.0 (4980515)|STATEMENT_EXECUTE|[144]
14:46:56.0 (4984280)|METHOD_EXIT|[85]|01pf400000Gbx3Y|InstallationTests.createEquipment()
14:46:56.0 (4993260)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:46:56.0 (4999132)|HEAP_ALLOCATE|[83]|Bytes:4
14:46:56.0 (5005688)|VARIABLE_ASSIGNMENT|[83]|i|7
14:46:56.0 (5012614)|STATEMENT_EXECUTE|[83]
14:46:56.0 (5014094)|STATEMENT_EXECUTE|[84]
14:46:56.0 (5017124)|METHOD_ENTRY|[84]|01pf400000Gbx3Y|InstallationTests.createVehicle()
