36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
14:49:43.0 (2182787)|HEAP_ALLOCATE|[13]|Bytes:8
14:49:43.0 (2201611)|HEAP_ALLOCATE|[13]|Bytes:8
14:49:43.0 (2211417)|VARIABLE_SCOPE_BEGIN|[4]|this|System.Type|true|false
14:49:43.0 (2280258)|VARIABLE_ASSIGNMENT|[4]|this|{}|0x1af84a98
14:49:43.0 (2287651)|VARIABLE_SCOPE_BEGIN|[4]|apextype|java:common.apex.runtime.ApexObjectType|true|false
14:49:43.0 (2425309)|VARIABLE_ASSIGNMENT|[4]|apextype|"System.HttpCalloutMock"|0x3a4f9e9b
14:49:43.0 (2525501)|HEAP_ALLOCATE|[13]|Bytes:8
14:49:43.0 (9271347)|VARIABLE_SCOPE_BEGIN|[4]|WarehouseCalloutServiceMock.RESPONSE_BODY|String|false|true
14:49:43.0 (9291170)|VARIABLE_SCOPE_BEGIN|[6]|WarehouseCalloutServiceMock.RESPONSE_HEADER_CONTENT_TYPE|String|false|true
14:49:43.0 (9298399)|VARIABLE_SCOPE_BEGIN|[5]|WarehouseCalloutServiceMock.RESPONSE_HEADER_PARAM_NAME|String|false|true
14:49:43.0 (9316274)|HEAP_ALLOCATE|[13]|Bytes:1
14:49:43.0 (9326913)|HEAP_ALLOCATE|[13]|Bytes:162
14:49:43.0 (9348488)|VARIABLE_ASSIGNMENT|[13]|WarehouseCalloutServiceMock.RESPONSE_BODY|"[{\"_id\":\"55d66226726 (142 more) ..."
14:49:43.0 (9355008)|HEAP_ALLOCATE|[13]|Bytes:16
14:49:43.0 (9361780)|VARIABLE_ASSIGNMENT|[13]|WarehouseCalloutServiceMock.RESPONSE_HEADER_CONTENT_TYPE|"application/json"
14:49:43.0 (9366612)|HEAP_ALLOCATE|[13]|Bytes:12
14:49:43.0 (9372274)|VARIABLE_ASSIGNMENT|[13]|WarehouseCalloutServiceMock.RESPONSE_HEADER_PARAM_NAME|"Content-Type"
14:49:43.0 (9391292)|METHOD_ENTRY|[2]|01pf400000Gbx3b|WarehouseCalloutServiceMock.WarehouseCalloutServiceMock()
14:49:43.0 (9398118)|STATEMENT_EXECUTE|[2]
14:49:43.0 (9404484)|STATEMENT_EXECUTE|[2]
14:49:43.0 (9410919)|METHOD_EXIT|[2]|WarehouseCalloutServiceMock
14:49:43.0 (9425238)|HEAP_ALLOCATE|[13]|Bytes:4
14:49:43.0 (9445470)|CONSTRUCTOR_ENTRY|[13]|01pf400000Gbx3b|<init>()
14:49:43.0 (9476223)|VARIABLE_SCOPE_BEGIN|[2]|this|WarehouseCalloutServiceMock|true|false
14:49:43.0 (9503116)|VARIABLE_ASSIGNMENT|[2]|this|{}|0x53c3c3f3
14:49:43.0 (9527338)|STATEMENT_EXECUTE|[2]
14:49:43.0 (9534566)|CONSTRUCTOR_EXIT|[13]|01pf400000Gbx3b|<init>()
14:49:43.0 (9571323)|HEAP_ALLOCATE|[13]|Bytes:63
14:49:43.0 (9579510)|SYSTEM_METHOD_ENTRY|[1]|Test.Test()
14:49:43.0 (9583361)|STATEMENT_EXECUTE|[1]
14:49:43.0 (9587995)|SYSTEM_METHOD_EXIT|[1]|Test
14:49:43.0 (9604107)|METHOD_ENTRY|[13]||System.Test.setMock(System.Type, Object)
14:49:43.0 (9767861)|METHOD_EXIT|[13]||System.Test.setMock(System.Type, Object)
14:49:43.0 (9775696)|STATEMENT_EXECUTE|[14]
14:49:43.0 (9783875)|METHOD_ENTRY|[14]||System.Test.startTest()
14:49:43.0 (10972358)|METHOD_EXIT|[14]||System.Test.startTest()
14:49:43.0 (10985885)|STATEMENT_EXECUTE|[15]
14:49:43.0 (10993046)|HEAP_ALLOCATE|[15]|Bytes:23
14:49:43.0 (11002512)|HEAP_ALLOCATE|[15]|Bytes:25
14:49:43.0 (11059302)|HEAP_ALLOCATE|[15]|Bytes:4
14:49:43.0 (11106281)|HEAP_ALLOCATE|[15]|Bytes:4
14:49:43.0 (11160822)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:49:43.0 (11179847)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:49:43.0 (19918201)|STATEMENT_EXECUTE|[16]
14:49:43.0 (19948519)|METHOD_ENTRY|[16]||System.Test.stopTest()
14:49:43.0 (22194861)|CODE_UNIT_STARTED|[EXTERNAL]|01pf400000Gbx3a|WarehouseCalloutService.runWarehouseEquipmentSync
14:49:43.0 (22272734)|VARIABLE_SCOPE_BEGIN|[3]|WarehouseCalloutService.WAREHOUSE_URL|String|false|true
14:49:43.0 (22319631)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
14:49:43.0 (22332550)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:2
14:49:43.0 (22338868)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:50
14:49:43.0 (22362521)|VARIABLE_ASSIGNMENT|[EXTERNAL]|WarehouseCalloutService.WAREHOUSE_URL|"https://th-superbadg (30 more) ..."
14:49:43.0 (22381394)|METHOD_ENTRY|[1]|01pf400000Gbx3a|WarehouseCalloutService.WarehouseCalloutService()
14:49:43.0 (22390467)|STATEMENT_EXECUTE|[1]
14:49:43.0 (22397676)|STATEMENT_EXECUTE|[1]
14:49:43.0 (22790276)|SYSTEM_MODE_ENTER|false
14:49:43.0 (22841512)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
14:49:43.0 (22854761)|SYSTEM_MODE_EXIT|false
14:49:43.0 (22869420)|METHOD_EXIT|[1]|WarehouseCalloutService
14:49:43.0 (22900411)|SYSTEM_MODE_ENTER|false
14:49:43.0 (22909694)|HEAP_ALLOCATE|[9]|Bytes:5
14:49:43.0 (22917214)|STATEMENT_EXECUTE|[8]
14:49:43.0 (22920116)|STATEMENT_EXECUTE|[9]
14:49:43.0 (22951815)|VARIABLE_SCOPE_BEGIN|[9]|http|System.Http|true|false
14:49:43.0 (23070872)|VARIABLE_ASSIGNMENT|[9]|http|"System.Http[]"|0x241b9c38
14:49:43.0 (23079446)|STATEMENT_EXECUTE|[10]
14:49:43.0 (23093242)|VARIABLE_SCOPE_BEGIN|[10]|request|System.HttpRequest|true|false
14:49:43.0 (23136280)|VARIABLE_ASSIGNMENT|[10]|request|"System.HttpRequest[Endpoint=null, Method=null]"|0x6730f84c
14:49:43.0 (23147122)|STATEMENT_EXECUTE|[11]
14:49:43.0 (23218198)|STATEMENT_EXECUTE|[12]
14:49:43.0 (23223708)|HEAP_ALLOCATE|[12]|Bytes:3
14:49:43.0 (23253988)|STATEMENT_EXECUTE|[13]
14:49:43.0 (23377968)|CALLOUT_REQUEST|[13]|System.HttpRequest[Endpoint=https://th-superbadge-apex.herokuapp.com/equipment, Method=GET]
14:49:43.0 (23479826)|HEAP_ALLOCATE|[13]|Bytes:4
14:49:43.0 (23495941)|HEAP_ALLOCATE|[13]|Bytes:50
14:49:43.0 (23508822)|VARIABLE_SCOPE_BEGIN|[8]|this|WarehouseCalloutServiceMock|true|false
14:49:43.0 (23544269)|VARIABLE_ASSIGNMENT|[8]|this|{}|0x53c3c3f3
14:49:43.0 (23556178)|VARIABLE_SCOPE_BEGIN|[8]|request|System.HttpRequest|true|false
14:49:43.0 (23625008)|VARIABLE_ASSIGNMENT|[8]|request|"System.HttpRequest[Endpoint=https://th-superbadge-apex.herokuapp.com/equipment, Method=GET]"|0x6730f84c
14:49:43.0 (23664763)|STATEMENT_EXECUTE|[8]
14:49:43.0 (23668100)|STATEMENT_EXECUTE|[9]
14:49:43.0 (23681956)|VARIABLE_SCOPE_BEGIN|[9]|response|System.HttpResponse|true|false
14:49:43.0 (23740581)|VARIABLE_ASSIGNMENT|[9]|response|"System.HttpResponse[Status=null, StatusCode=0]"|0x6a0c194a
14:49:43.0 (23752793)|STATEMENT_EXECUTE|[10]
14:49:43.0 (23816928)|STATEMENT_EXECUTE|[11]
14:49:43.0 (23859465)|STATEMENT_EXECUTE|[12]
14:49:43.0 (23881538)|STATEMENT_EXECUTE|[13]
14:49:43.0 (23893949)|CALLOUT_RESPONSE|[13]|System.HttpResponse[Status=null, StatusCode=200]
14:49:43.0 (23906056)|HEAP_ALLOCATE|[13]|Bytes:166
14:49:43.0 (23914368)|VARIABLE_SCOPE_BEGIN|[13]|response|System.HttpResponse|true|false
14:49:43.0 (23948852)|VARIABLE_ASSIGNMENT|[13]|response|"System.HttpResponse[Status=null, StatusCode=200]"|0x6a0c194a
14:49:43.0 (23981195)|STATEMENT_EXECUTE|[15]
14:49:43.0 (23983157)|STATEMENT_EXECUTE|[17]
14:49:43.0 (24004426)|HEAP_ALLOCATE|[17]|Bytes:162
14:49:43.0 (24052032)|HEAP_ALLOCATE|[17]|Bytes:24
14:49:43.0 (24065473)|SYSTEM_METHOD_ENTRY|[1]|JSON.JSON()
14:49:43.0 (24071611)|STATEMENT_EXECUTE|[1]
14:49:43.0 (24079883)|SYSTEM_METHOD_EXIT|[1]|JSON
14:49:43.0 (24094771)|METHOD_ENTRY|[17]||System.JSON.deserializeUntyped(String)
14:49:43.0 (24795526)|METHOD_EXIT|[17]||System.JSON.deserializeUntyped(String)
14:49:43.0 (24810208)|VARIABLE_SCOPE_BEGIN|[17]|equipments|List<ANY>|true|false
14:49:43.0 (24844642)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
14:49:43.0 (24867139)|VARIABLE_ASSIGNMENT|[17]|equipments|["Map of size 8 too large to display"]|0x1990382f
14:49:43.0 (24876791)|STATEMENT_EXECUTE|[18]
14:49:43.0 (24940518)|HEAP_ALLOCATE|[18]|Bytes:4
14:49:43.0 (25003428)|VARIABLE_SCOPE_BEGIN|[18]|products|List<Product2>|true|false
14:49:43.0 (25019121)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:49:43.0 (25031186)|VARIABLE_ASSIGNMENT|[18]|products|[]|0x13dcb41e
14:49:43.0 (25113494)|HEAP_ALLOCATE|[19]|Bytes:5
14:49:43.0 (25143234)|HEAP_ALLOCATE|[19]|Bytes:36
14:49:43.0 (25158674)|VARIABLE_SCOPE_BEGIN|[19]|o|Object|false|false
14:49:43.0 (25179112)|VARIABLE_ASSIGNMENT|[19]|o|"Map of size 8 too large to display"
14:49:43.0 (25187635)|STATEMENT_EXECUTE|[19]
14:49:43.0 (25190362)|STATEMENT_EXECUTE|[20]
14:49:43.0 (25196413)|VARIABLE_SCOPE_BEGIN|[20]|mapProduct|Map<String,ANY>|true|false
14:49:43.0 (25212464)|VARIABLE_ASSIGNMENT|[20]|mapProduct|"Map of size 8 too large to display"|0x6a4d582c
14:49:43.0 (25220932)|STATEMENT_EXECUTE|[21]
14:49:43.0 (25242088)|HEAP_ALLOCATE|[21]|Bytes:4
14:49:43.0 (25352625)|VARIABLE_SCOPE_BEGIN|[21]|product|Product2|true|false
14:49:43.0 (25374304)|VARIABLE_ASSIGNMENT|[21]|product|{}|0x40bd20d
14:49:43.0 (25383055)|STATEMENT_EXECUTE|[22]
14:49:43.0 (25388146)|HEAP_ALLOCATE|[22]|Bytes:4
14:49:43.0 (25507865)|VARIABLE_ASSIGNMENT|[22]|this.Name|"Generator 1000 kW"|0x40bd20d
14:49:43.0 (25518615)|STATEMENT_EXECUTE|[23]
14:49:43.0 (25522941)|HEAP_ALLOCATE|[23]|Bytes:4
14:49:43.0 (25584816)|HEAP_ALLOCATE|[23]|Bytes:28
14:49:43.0 (25638618)|VARIABLE_ASSIGNMENT|[23]|this.Cost__c|5000|0x40bd20d
14:49:43.0 (25650343)|STATEMENT_EXECUTE|[24]
14:49:43.0 (25654615)|HEAP_ALLOCATE|[24]|Bytes:8
14:49:43.0 (25711932)|HEAP_ALLOCATE|[24]|Bytes:28
14:49:43.0 (25719702)|HEAP_ALLOCATE|[24]|Bytes:28
14:49:43.0 (25764992)|VARIABLE_ASSIGNMENT|[24]|this.Current_Inventory__c|5|0x40bd20d
14:49:43.0 (25776268)|STATEMENT_EXECUTE|[25]
14:49:43.0 (25781751)|HEAP_ALLOCATE|[25]|Bytes:17
14:49:43.0 (25823051)|HEAP_ALLOCATE|[25]|Bytes:28
14:49:43.0 (25865944)|VARIABLE_ASSIGNMENT|[25]|this.Maintenance_Cycle__c|365|0x40bd20d
14:49:43.0 (25877203)|STATEMENT_EXECUTE|[26]
14:49:43.0 (25881761)|HEAP_ALLOCATE|[26]|Bytes:11
14:49:43.0 (25953243)|VARIABLE_ASSIGNMENT|[26]|this.Replacement_Part__c|false|0x40bd20d
14:49:43.0 (25969539)|STATEMENT_EXECUTE|[27]
14:49:43.0 (25975397)|HEAP_ALLOCATE|[27]|Bytes:8
14:49:43.0 (26014924)|HEAP_ALLOCATE|[27]|Bytes:28
14:49:43.0 (26056006)|VARIABLE_ASSIGNMENT|[27]|this.Lifespan_Months__c|120|0x40bd20d
14:49:43.0 (26066805)|STATEMENT_EXECUTE|[28]
14:49:43.0 (26071562)|HEAP_ALLOCATE|[28]|Bytes:3
14:49:43.0 (26137529)|VARIABLE_ASSIGNMENT|[28]|this.Warehouse_SKU__c|"100003"|0x40bd20d
14:49:43.0 (26147278)|STATEMENT_EXECUTE|[29]
14:49:43.0 (26151525)|HEAP_ALLOCATE|[29]|Bytes:3
14:49:43.0 (26217980)|VARIABLE_ASSIGNMENT|[29]|this.ProductCode|"55d66226726b611100aa (4 more) ..."|0x40bd20d
14:49:43.0 (26225070)|STATEMENT_EXECUTE|[30]
14:49:43.0 (26247449)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:49:43.0 (26264012)|HEAP_ALLOCATE|[19]|Bytes:5
14:49:43.0 (26280835)|VARIABLE_ASSIGNMENT|[19]|o|null
14:49:43.0 (26309404)|STATEMENT_EXECUTE|[32]
14:49:43.0 (26312240)|STATEMENT_EXECUTE|[33]
14:49:43.0 (26410241)|USER_DEBUG|[33]|DEBUG|(Product2:{Name=Generator 1000 kW, Cost__c=5000, Current_Inventory__c=5, Maintenance_Cycle__c=365, Replacement_Part__c=false, Lifespan_Months__c=120, Warehouse_SKU__c=100003, ProductCode=55d66226726b611100aaf741})
14:49:43.0 (26429872)|STATEMENT_EXECUTE|[34]
14:49:43.0 (26487525)|DML_BEGIN|[34]|Op:Upsert|Type:Product2|Rows:1
14:49:43.0 (26521782)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
14:49:43.0 (46684626)|DML_END|[34]
14:49:43.0 (46755887)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
14:49:43.0 (46781114)|SYSTEM_MODE_EXIT|false
14:49:43.46 (46799192)|CUMULATIVE_LIMIT_USAGE
14:49:43.46 (46799192)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 0 out of 200
  Number of query rows: 0 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 1 out of 150
  Number of DML rows: 1 out of 10000
  Maximum CPU time: 0 out of 60000
  Maximum heap size: 0 out of 12000000
  Number of callouts: 1 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 1
  Number of Mobile Apex push calls: 0 out of 10

14:49:43.46 (46799192)|CUMULATIVE_LIMIT_USAGE_END

14:49:43.0 (46862222)|CODE_UNIT_FINISHED|WarehouseCalloutService.runWarehouseEquipmentSync
14:49:43.0 (48057588)|METHOD_EXIT|[16]||System.Test.stopTest()
14:49:43.0 (48069856)|STATEMENT_EXECUTE|[17]
14:49:43.0 (48078704)|HEAP_ALLOCATE|[17]|Bytes:141
14:49:43.0 (48105944)|HEAP_ALLOCATE|[17]|Bytes:4
14:49:43.0 (48329383)|SOQL_EXECUTE_BEGIN|[17]|Aggregations:0|SELECT Id, Current_Inventory__c, Replacement_Part__c, Name, Maintenance_Cycle__c, Lifespan_Months__c, Cost__c, Warehouse_SKU__c FROM Product2
14:49:43.0 (61725898)|SOQL_EXECUTE_END|[17]|Rows:1
14:49:43.0 (61767501)|HEAP_ALLOCATE|[17]|Bytes:8
14:49:43.0 (61794087)|HEAP_ALLOCATE|[17]|Bytes:332
14:49:43.0 (61839319)|HEAP_ALLOCATE|[17]|Bytes:8
14:49:43.0 (61865807)|HEAP_ALLOCATE|[17]|Bytes:34
14:49:43.0 (61898686)|HEAP_ALLOCATE|[17]|Bytes:36
14:49:43.0 (61910661)|VARIABLE_SCOPE_BEGIN|[17]|equipment|Product2|true|false
14:49:43.0 (61952517)|VARIABLE_ASSIGNMENT|[17]|equipment|{"Id":"01tf4000000gN1FAAU","Current_Inventory__c":5,"Replacement_Part__c":false,"Name":"Generator 1000 kW","Maintenance_Cycle__c":365,"Lifespan_Months__c":120,"Cost__c":5000.00,"Warehouse_SKU__c":"100003"}|0x4b901886
14:49:43.0 (61965473)|STATEMENT_EXECUTE|[19]
14:49:43.0 (62093266)|STATEMENT_EXECUTE|[20]
14:49:43.0 (62456443)|EXCEPTION_THROWN|[20]|System.AssertException: Assertion Failed: Expected: false, Actual: true
14:49:43.0 (62552527)|HEAP_ALLOCATE|[20]|Bytes:51
14:49:43.0 (62621275)|FATAL_ERROR|System.AssertException: Assertion Failed: Expected: false, Actual: true

Class.WarehouseCalloutServiceTest.testWarehouse: line 20, column 1
14:49:43.0 (62639261)|FATAL_ERROR|System.AssertException: Assertion Failed: Expected: false, Actual: true

Class.WarehouseCalloutServiceTest.testWarehouse: line 20, column 1
14:49:43.62 (62648579)|CUMULATIVE_LIMIT_USAGE
14:49:43.62 (62648579)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 1 out of 100
  Number of query rows: 1 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 0 out of 150
  Number of DML rows: 0 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

14:49:43.62 (62648579)|TESTING_LIMITS
14:49:43.62 (62648579)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 0 out of 100
  Number of query rows: 0 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 0 out of 150
  Number of DML rows: 0 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 1 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

14:49:43.62 (62648579)|CUMULATIVE_LIMIT_USAGE_END

14:49:43.0 (62701569)|CODE_UNIT_FINISHED|WarehouseCalloutServiceTest.testWarehouse
14:49:43.0 (63749831)|EXECUTION_FINISHED
