36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
14:47:27.1 (78364232)|HEAP_ALLOCATE|[24]|Bytes:4
14:47:27.1 (78388253)|VARIABLE_ASSIGNMENT|[24]|this.Date_Reported__c|"2018-06-06T00:00:00.000Z"|0x34812b1d
14:47:27.1 (78395267)|STATEMENT_EXECUTE|[25]
14:47:27.1 (78402857)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:47:27.1 (78409081)|HEAP_ALLOCATE|[17]|Bytes:4
14:47:27.1 (78414887)|VARIABLE_ASSIGNMENT|[17]|i|144
14:47:27.1 (78420028)|STATEMENT_EXECUTE|[17]
14:47:27.1 (78421517)|STATEMENT_EXECUTE|[18]
14:47:27.1 (78430973)|HEAP_ALLOCATE|[18]|Bytes:4
14:47:27.1 (78440958)|VARIABLE_SCOPE_BEGIN|[18]|c|Case|true|false
14:47:27.1 (78451046)|VARIABLE_ASSIGNMENT|[18]|c|{}|0x5da75294
14:47:27.1 (78455849)|STATEMENT_EXECUTE|[19]
14:47:27.1 (78478226)|VARIABLE_ASSIGNMENT|[19]|this.Subject|"1984 AMC Spirit Coup (1 more) ..."|0x5da75294
14:47:27.1 (78484275)|STATEMENT_EXECUTE|[20]
14:47:27.1 (78503888)|VARIABLE_ASSIGNMENT|[20]|this.Vehicle__c|"a00f4000009dfhfAAA"|0x5da75294
14:47:27.1 (78509377)|STATEMENT_EXECUTE|[21]
14:47:27.1 (78522663)|VARIABLE_ASSIGNMENT|[21]|this.Status|"New"|0x5da75294
14:47:27.1 (78528172)|STATEMENT_EXECUTE|[22]
14:47:27.1 (78541216)|VARIABLE_ASSIGNMENT|[22]|this.Type|"Routine Maintenance"|0x5da75294
14:47:27.1 (78546935)|STATEMENT_EXECUTE|[23]
14:47:27.1 (78565812)|VARIABLE_ASSIGNMENT|[23]|this.Equipment__c|"01tf4000000gN1AAAU"|0x5da75294
14:47:27.1 (78571214)|STATEMENT_EXECUTE|[24]
14:47:27.1 (78579759)|HEAP_ALLOCATE|[24]|Bytes:4
14:47:27.1 (78609114)|VARIABLE_ASSIGNMENT|[24]|this.Date_Reported__c|"2018-06-06T00:00:00.000Z"|0x5da75294
14:47:27.1 (78615743)|STATEMENT_EXECUTE|[25]
14:47:27.1 (78623426)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:47:27.1 (78629418)|HEAP_ALLOCATE|[17]|Bytes:4
14:47:27.1 (78635227)|VARIABLE_ASSIGNMENT|[17]|i|145
14:47:27.1 (78640440)|STATEMENT_EXECUTE|[17]
14:47:27.1 (78641954)|STATEMENT_EXECUTE|[18]
14:47:27.1 (78651318)|HEAP_ALLOCATE|[18]|Bytes:4
14:47:27.1 (78660225)|VARIABLE_SCOPE_BEGIN|[18]|c|Case|true|false
14:47:27.1 (78672024)|VARIABLE_ASSIGNMENT|[18]|c|{}|0x1d8fe170
14:47:27.1 (78677804)|STATEMENT_EXECUTE|[19]
14:47:27.1 (78700419)|VARIABLE_ASSIGNMENT|[19]|this.Subject|"1984 AMC Spirit Coup (1 more) ..."|0x1d8fe170
14:47:27.1 (78706341)|STATEMENT_EXECUTE|[20]
14:47:27.1 (78727104)|VARIABLE_ASSIGNMENT|[20]|this.Vehicle__c|"a00f4000009dfhfAAA"|0x1d8fe170
14:47:27.1 (78733123)|STATEMENT_EXECUTE|[21]
14:47:27.1 (78746550)|VARIABLE_ASSIGNMENT|[21]|this.Status|"New"|0x1d8fe170
14:47:27.1 (78751812)|STATEMENT_EXECUTE|[22]
14:47:27.1 (78765081)|VARIABLE_ASSIGNMENT|[22]|this.Type|"Routine Maintenance"|0x1d8fe170
14:47:27.1 (78770849)|STATEMENT_EXECUTE|[23]
14:47:27.1 (78788947)|VARIABLE_ASSIGNMENT|[23]|this.Equipment__c|"01tf4000000gN1AAAU"|0x1d8fe170
14:47:27.1 (78795067)|STATEMENT_EXECUTE|[24]
14:47:27.1 (78803971)|HEAP_ALLOCATE|[24]|Bytes:4
14:47:27.1 (78828400)|VARIABLE_ASSIGNMENT|[24]|this.Date_Reported__c|"2018-06-06T00:00:00.000Z"|0x1d8fe170
14:47:27.1 (78834944)|STATEMENT_EXECUTE|[25]
14:47:27.1 (78842256)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:47:27.1 (78848657)|HEAP_ALLOCATE|[17]|Bytes:4
14:47:27.1 (78854656)|VARIABLE_ASSIGNMENT|[17]|i|146
14:47:27.1 (78859641)|STATEMENT_EXECUTE|[17]
14:47:27.1 (78861153)|STATEMENT_EXECUTE|[18]
14:47:27.1 (78870577)|HEAP_ALLOCATE|[18]|Bytes:4
14:47:27.1 (78879134)|VARIABLE_SCOPE_BEGIN|[18]|c|Case|true|false
14:47:27.1 (78890058)|VARIABLE_ASSIGNMENT|[18]|c|{}|0xff47913
14:47:27.1 (78895245)|STATEMENT_EXECUTE|[19]
14:47:27.1 (78917511)|VARIABLE_ASSIGNMENT|[19]|this.Subject|"1984 AMC Spirit Coup (1 more) ..."|0xff47913
14:47:27.1 (78923771)|STATEMENT_EXECUTE|[20]
14:47:27.1 (78943936)|VARIABLE_ASSIGNMENT|[20]|this.Vehicle__c|"a00f4000009dfhfAAA"|0xff47913
14:47:27.1 (78949478)|STATEMENT_EXECUTE|[21]
14:47:27.1 (78962610)|VARIABLE_ASSIGNMENT|[21]|this.Status|"New"|0xff47913
14:47:27.1 (78968050)|STATEMENT_EXECUTE|[22]
14:47:27.1 (78980854)|VARIABLE_ASSIGNMENT|[22]|this.Type|"Routine Maintenance"|0xff47913
14:47:27.1 (78986533)|STATEMENT_EXECUTE|[23]
14:47:27.1 (79004410)|VARIABLE_ASSIGNMENT|[23]|this.Equipment__c|"01tf4000000gN1AAAU"|0xff47913
14:47:27.1 (79010638)|STATEMENT_EXECUTE|[24]
14:47:27.1 (79019253)|HEAP_ALLOCATE|[24]|Bytes:4
14:47:27.1 (79043905)|VARIABLE_ASSIGNMENT|[24]|this.Date_Reported__c|"2018-06-06T00:00:00.000Z"|0xff47913
14:47:27.1 (79049846)|STATEMENT_EXECUTE|[25]
14:47:27.1 (79057390)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:47:27.1 (79063319)|HEAP_ALLOCATE|[17]|Bytes:4
14:47:27.1 (79069567)|VARIABLE_ASSIGNMENT|[17]|i|147
14:47:27.1 (79074579)|STATEMENT_EXECUTE|[17]
14:47:27.1 (79075996)|STATEMENT_EXECUTE|[18]
14:47:27.1 (79085585)|HEAP_ALLOCATE|[18]|Bytes:4
14:47:27.1 (79094708)|VARIABLE_SCOPE_BEGIN|[18]|c|Case|true|false
14:47:27.1 (79105417)|VARIABLE_ASSIGNMENT|[18]|c|{}|0x32107233
14:47:27.1 (79110152)|STATEMENT_EXECUTE|[19]
14:47:27.1 (79133117)|VARIABLE_ASSIGNMENT|[19]|this.Subject|"1984 AMC Spirit Coup (1 more) ..."|0x32107233
14:47:27.1 (79140108)|STATEMENT_EXECUTE|[20]
14:47:27.1 (79160767)|VARIABLE_ASSIGNMENT|[20]|this.Vehicle__c|"a00f4000009dfhfAAA"|0x32107233
14:47:27.1 (79166189)|STATEMENT_EXECUTE|[21]
14:47:27.1 (79179473)|VARIABLE_ASSIGNMENT|[21]|this.Status|"New"|0x32107233
14:47:27.1 (79185470)|STATEMENT_EXECUTE|[22]
14:47:27.1 (79197993)|VARIABLE_ASSIGNMENT|[22]|this.Type|"Routine Maintenance"|0x32107233
14:47:27.1 (79204092)|STATEMENT_EXECUTE|[23]
14:47:27.1 (79223379)|VARIABLE_ASSIGNMENT|[23]|this.Equipment__c|"01tf4000000gN1AAAU"|0x32107233
14:47:27.1 (79228581)|STATEMENT_EXECUTE|[24]
14:47:27.1 (79237758)|HEAP_ALLOCATE|[24]|Bytes:4
14:47:27.1 (79262146)|VARIABLE_ASSIGNMENT|[24]|this.Date_Reported__c|"2018-06-06T00:00:00.000Z"|0x32107233
14:47:27.1 (79268616)|STATEMENT_EXECUTE|[25]
14:47:27.1 (79275652)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:47:27.1 (79281724)|HEAP_ALLOCATE|[17]|Bytes:4
14:47:27.1 (79288283)|VARIABLE_ASSIGNMENT|[17]|i|148
14:47:27.1 (79293164)|STATEMENT_EXECUTE|[17]
14:47:27.1 (79294596)|STATEMENT_EXECUTE|[18]
14:47:27.1 (79303610)|HEAP_ALLOCATE|[18]|Bytes:4
14:47:27.1 (79312440)|VARIABLE_SCOPE_BEGIN|[18]|c|Case|true|false
14:47:27.1 (79323143)|VARIABLE_ASSIGNMENT|[18]|c|{}|0x5544a517
14:47:27.1 (79328084)|STATEMENT_EXECUTE|[19]
14:47:27.1 (79350408)|VARIABLE_ASSIGNMENT|[19]|this.Subject|"1984 AMC Spirit Coup (1 more) ..."|0x5544a517
14:47:27.1 (79356595)|STATEMENT_EXECUTE|[20]
14:47:27.1 (79376607)|VARIABLE_ASSIGNMENT|[20]|this.Vehicle__c|"a00f4000009dfhfAAA"|0x5544a517
14:47:27.1 (79382346)|STATEMENT_EXECUTE|[21]
14:47:27.1 (79395573)|VARIABLE_ASSIGNMENT|[21]|this.Status|"New"|0x5544a517
14:47:27.1 (79401203)|STATEMENT_EXECUTE|[22]
14:47:27.1 (79413615)|VARIABLE_ASSIGNMENT|[22]|this.Type|"Routine Maintenance"|0x5544a517
14:47:27.1 (79419182)|STATEMENT_EXECUTE|[23]
14:47:27.1 (79443055)|VARIABLE_ASSIGNMENT|[23]|this.Equipment__c|"01tf4000000gN1AAAU"|0x5544a517
14:47:27.1 (79448834)|STATEMENT_EXECUTE|[24]
14:47:27.1 (79458242)|HEAP_ALLOCATE|[24]|Bytes:4
14:47:27.1 (79481958)|VARIABLE_ASSIGNMENT|[24]|this.Date_Reported__c|"2018-06-06T00:00:00.000Z"|0x5544a517
14:47:27.1 (79487614)|STATEMENT_EXECUTE|[25]
14:47:27.1 (79495242)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:47:27.1 (79501809)|HEAP_ALLOCATE|[17]|Bytes:4
14:47:27.1 (79508359)|VARIABLE_ASSIGNMENT|[17]|i|149
14:47:27.1 (79513094)|STATEMENT_EXECUTE|[17]
14:47:27.1 (79514547)|STATEMENT_EXECUTE|[18]
14:47:27.1 (79524352)|HEAP_ALLOCATE|[18]|Bytes:4
14:47:27.1 (79533285)|VARIABLE_SCOPE_BEGIN|[18]|c|Case|true|false
14:47:27.1 (79544201)|VARIABLE_ASSIGNMENT|[18]|c|{}|0x37a25aae
14:47:27.1 (79549672)|STATEMENT_EXECUTE|[19]
14:47:27.1 (79571897)|VARIABLE_ASSIGNMENT|[19]|this.Subject|"1984 AMC Spirit Coup (1 more) ..."|0x37a25aae
14:47:27.1 (79578067)|STATEMENT_EXECUTE|[20]
14:47:27.1 (79602715)|VARIABLE_ASSIGNMENT|[20]|this.Vehicle__c|"a00f4000009dfhfAAA"|0x37a25aae
14:47:27.1 (79608514)|STATEMENT_EXECUTE|[21]
14:47:27.1 (79622476)|VARIABLE_ASSIGNMENT|[21]|this.Status|"New"|0x37a25aae
14:47:27.1 (79627608)|STATEMENT_EXECUTE|[22]
14:47:27.1 (79640358)|VARIABLE_ASSIGNMENT|[22]|this.Type|"Routine Maintenance"|0x37a25aae
14:47:27.1 (79645702)|STATEMENT_EXECUTE|[23]
14:47:27.1 (79664346)|VARIABLE_ASSIGNMENT|[23]|this.Equipment__c|"01tf4000000gN1AAAU"|0x37a25aae
14:47:27.1 (79671907)|STATEMENT_EXECUTE|[24]
14:47:27.1 (79681335)|HEAP_ALLOCATE|[24]|Bytes:4
14:47:27.1 (79706258)|VARIABLE_ASSIGNMENT|[24]|this.Date_Reported__c|"2018-06-06T00:00:00.000Z"|0x37a25aae
14:47:27.1 (79712049)|STATEMENT_EXECUTE|[25]
14:47:27.1 (79720136)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:47:27.1 (79726341)|HEAP_ALLOCATE|[17]|Bytes:4
14:47:27.1 (79732319)|VARIABLE_ASSIGNMENT|[17]|i|150
14:47:27.1 (79737448)|STATEMENT_EXECUTE|[17]
14:47:27.1 (79738911)|STATEMENT_EXECUTE|[18]
14:47:27.1 (79748666)|HEAP_ALLOCATE|[18]|Bytes:4
14:47:27.1 (79757419)|VARIABLE_SCOPE_BEGIN|[18]|c|Case|true|false
14:47:27.1 (79767769)|VARIABLE_ASSIGNMENT|[18]|c|{}|0x1bb291a8
14:47:27.1 (79772671)|STATEMENT_EXECUTE|[19]
14:47:27.1 (79794829)|VARIABLE_ASSIGNMENT|[19]|this.Subject|"1984 AMC Spirit Coup (1 more) ..."|0x1bb291a8
14:47:27.1 (79801573)|STATEMENT_EXECUTE|[20]
14:47:27.1 (79821815)|VARIABLE_ASSIGNMENT|[20]|this.Vehicle__c|"a00f4000009dfhfAAA"|0x1bb291a8
14:47:27.1 (79827567)|STATEMENT_EXECUTE|[21]
14:47:27.1 (79840984)|VARIABLE_ASSIGNMENT|[21]|this.Status|"New"|0x1bb291a8
14:47:27.1 (79850682)|STATEMENT_EXECUTE|[22]
14:47:27.1 (79865269)|VARIABLE_ASSIGNMENT|[22]|this.Type|"Routine Maintenance"|0x1bb291a8
14:47:27.1 (79870974)|STATEMENT_EXECUTE|[23]
14:47:27.1 (79890438)|VARIABLE_ASSIGNMENT|[23]|this.Equipment__c|"01tf4000000gN1AAAU"|0x1bb291a8
14:47:27.1 (79896671)|STATEMENT_EXECUTE|[24]
14:47:27.1 (79905597)|HEAP_ALLOCATE|[24]|Bytes:4
14:47:27.1 (79930123)|VARIABLE_ASSIGNMENT|[24]|this.Date_Reported__c|"2018-06-06T00:00:00.000Z"|0x1bb291a8
14:47:27.1 (79936233)|STATEMENT_EXECUTE|[25]
14:47:27.1 (79943827)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:47:27.1 (79950299)|HEAP_ALLOCATE|[17]|Bytes:4
14:47:27.1 (79956245)|VARIABLE_ASSIGNMENT|[17]|i|151
14:47:27.1 (79960989)|STATEMENT_EXECUTE|[17]
14:47:27.1 (79962413)|STATEMENT_EXECUTE|[18]
14:47:27.1 (79971672)|HEAP_ALLOCATE|[18]|Bytes:4
14:47:27.1 (79980747)|VARIABLE_SCOPE_BEGIN|[18]|c|Case|true|false
14:47:27.1 (79990741)|VARIABLE_ASSIGNMENT|[18]|c|{}|0x2a02e907
14:47:27.1 (79996122)|STATEMENT_EXECUTE|[19]
14:47:27.1 (80018431)|VARIABLE_ASSIGNMENT|[19]|this.Subject|"1984 AMC Spirit Coup (1 more) ..."|0x2a02e907
14:47:27.1 (80024932)|STATEMENT_EXECUTE|[20]
14:47:27.1 (80045350)|VARIABLE_ASSIGNMENT|[20]|this.Vehicle__c|"a00f4000009dfhfAAA"|0x2a02e907
14:47:27.1 (80051489)|STATEMENT_EXECUTE|[21]
14:47:27.1 (80064886)|VARIABLE_ASSIGNMENT|[21]|this.Status|"New"|0x2a02e907
14:47:27.1 (80070069)|STATEMENT_EXECUTE|[22]
14:47:27.1 (80082597)|VARIABLE_ASSIGNMENT|[22]|this.Type|"Routine Maintenance"|0x2a02e907
14:47:27.1 (80088171)|STATEMENT_EXECUTE|[23]
14:47:27.1 (80111103)|VARIABLE_ASSIGNMENT|[23]|this.Equipment__c|"01tf4000000gN1AAAU"|0x2a02e907
14:47:27.1 (80117216)|STATEMENT_EXECUTE|[24]
14:47:27.1 (80126126)|HEAP_ALLOCATE|[24]|Bytes:4
14:47:27.1 (80150897)|VARIABLE_ASSIGNMENT|[24]|this.Date_Reported__c|"2018-06-06T00:00:00.000Z"|0x2a02e907
14:47:27.1 (80156816)|STATEMENT_EXECUTE|[25]
14:47:27.1 (80164569)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:47:27.1 (80171123)|HEAP_ALLOCATE|[17]|Bytes:4
14:47:27.1 (80177303)|VARIABLE_ASSIGNMENT|[17]|i|152
14:47:27.1 (80182642)|STATEMENT_EXECUTE|[17]
14:47:27.1 (80184098)|STATEMENT_EXECUTE|[18]
14:47:27.1 (80194099)|HEAP_ALLOCATE|[18]|Bytes:4
14:47:27.1 (80202782)|VARIABLE_SCOPE_BEGIN|[18]|c|Case|true|false
14:47:27.1 (80214013)|VARIABLE_ASSIGNMENT|[18]|c|{}|0x5a9e8d4d
14:47:27.1 (80218836)|STATEMENT_EXECUTE|[19]
14:47:27.1 (80241255)|VARIABLE_ASSIGNMENT|[19]|this.Subject|"1984 AMC Spirit Coup (1 more) ..."|0x5a9e8d4d
14:47:27.1 (80247741)|STATEMENT_EXECUTE|[20]
14:47:27.1 (80267844)|VARIABLE_ASSIGNMENT|[20]|this.Vehicle__c|"a00f4000009dfhfAAA"|0x5a9e8d4d
14:47:27.1 (80273287)|STATEMENT_EXECUTE|[21]
14:47:27.1 (80286380)|VARIABLE_ASSIGNMENT|[21]|this.Status|"New"|0x5a9e8d4d
14:47:27.1 (80291800)|STATEMENT_EXECUTE|[22]
14:47:27.1 (80304454)|VARIABLE_ASSIGNMENT|[22]|this.Type|"Routine Maintenance"|0x5a9e8d4d
14:47:27.1 (80310229)|STATEMENT_EXECUTE|[23]
14:47:27.1 (80328511)|VARIABLE_ASSIGNMENT|[23]|this.Equipment__c|"01tf4000000gN1AAAU"|0x5a9e8d4d
14:47:27.1 (80334421)|STATEMENT_EXECUTE|[24]
14:47:27.1 (80343420)|HEAP_ALLOCATE|[24]|Bytes:4
14:47:27.1 (80368251)|VARIABLE_ASSIGNMENT|[24]|this.Date_Reported__c|"2018-06-06T00:00:00.000Z"|0x5a9e8d4d
14:47:27.1 (80373898)|STATEMENT_EXECUTE|[25]
14:47:27.1 (80381395)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:47:27.1 (80388161)|HEAP_ALLOCATE|[17]|Bytes:4
14:47:27.1 (80393587)|VARIABLE_ASSIGNMENT|[17]|i|153
14:47:27.1 (80398388)|STATEMENT_EXECUTE|[17]
14:47:27.1 (80399829)|STATEMENT_EXECUTE|[18]
14:47:27.1 (80409658)|HEAP_ALLOCATE|[18]|Bytes:4
14:47:27.1 (80418498)|VARIABLE_SCOPE_BEGIN|[18]|c|Case|true|false
14:47:27.1 (80428328)|VARIABLE_ASSIGNMENT|[18]|c|{}|0x7f4cdb9a
14:47:27.1 (80433026)|STATEMENT_EXECUTE|[19]
14:47:27.1 (80455650)|VARIABLE_ASSIGNMENT|[19]|this.Subject|"1984 AMC Spirit Coup (1 more) ..."|0x7f4cdb9a
14:47:27.1 (80461880)|STATEMENT_EXECUTE|[20]
14:47:27.1 (80481789)|VARIABLE_ASSIGNMENT|[20]|this.Vehicle__c|"a00f4000009dfhfAAA"|0x7f4cdb9a
14:47:27.1 (80487324)|STATEMENT_EXECUTE|[21]
14:47:27.1 (80500325)|VARIABLE_ASSIGNMENT|[21]|this.Status|"New"|0x7f4cdb9a
14:47:27.1 (80505558)|STATEMENT_EXECUTE|[22]
14:47:27.1 (80518118)|VARIABLE_ASSIGNMENT|[22]|this.Type|"Routine Maintenance"|0x7f4cdb9a
14:47:27.1 (80523472)|STATEMENT_EXECUTE|[23]
14:47:27.1 (80541869)|VARIABLE_ASSIGNMENT|[23]|this.Equipment__c|"01tf4000000gN1AAAU"|0x7f4cdb9a
14:47:27.1 (80547329)|STATEMENT_EXECUTE|[24]
14:47:27.1 (80556061)|HEAP_ALLOCATE|[24]|Bytes:4
14:47:27.1 (80580088)|VARIABLE_ASSIGNMENT|[24]|this.Date_Reported__c|"2018-06-06T00:00:00.000Z"|0x7f4cdb9a
14:47:27.1 (80586291)|STATEMENT_EXECUTE|[25]
14:47:27.1 (80597974)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:47:27.1 (80604679)|HEAP_ALLOCATE|[17]|Bytes:4
14:47:27.1 (80610443)|VARIABLE_ASSIGNMENT|[17]|i|154
14:47:27.1 (80615450)|STATEMENT_EXECUTE|[17]
14:47:27.1 (80616884)|STATEMENT_EXECUTE|[18]
14:47:27.1 (80626207)|HEAP_ALLOCATE|[18]|Bytes:4
14:47:27.1 (80635363)|VARIABLE_SCOPE_BEGIN|[18]|c|Case|true|false
14:47:27.1 (80645966)|VARIABLE_ASSIGNMENT|[18]|c|{}|0x707c2a0a
14:47:27.1 (80650690)|STATEMENT_EXECUTE|[19]
14:47:27.1 (80675794)|VARIABLE_ASSIGNMENT|[19]|this.Subject|"1984 AMC Spirit Coup (1 more) ..."|0x707c2a0a
14:47:27.1 (80683001)|STATEMENT_EXECUTE|[20]
14:47:27.1 (80702954)|VARIABLE_ASSIGNMENT|[20]|this.Vehicle__c|"a00f4000009dfhfAAA"|0x707c2a0a
14:47:27.1 (80708628)|STATEMENT_EXECUTE|[21]
14:47:27.1 (80721996)|VARIABLE_ASSIGNMENT|[21]|this.Status|"New"|0x707c2a0a
14:47:27.1 (80727590)|STATEMENT_EXECUTE|[22]
14:47:27.1 (80740709)|VARIABLE_ASSIGNMENT|[22]|this.Type|"Routine Maintenance"|0x707c2a0a
14:47:27.1 (80746902)|STATEMENT_EXECUTE|[23]
14:47:27.1 (80765376)|VARIABLE_ASSIGNMENT|[23]|this.Equipment__c|"01tf4000000gN1AAAU"|0x707c2a0a
14:47:27.1 (80771383)|STATEMENT_EXECUTE|[24]
14:47:27.1 (80779996)|HEAP_ALLOCATE|[24]|Bytes:4
14:47:27.1 (80804179)|VARIABLE_ASSIGNMENT|[24]|this.Date_Reported__c|"2018-06-06T00:00:00.000Z"|0x707c2a0a
14:47:27.1 (80810030)|STATEMENT_EXECUTE|[25]
14:47:27.1 (80817277)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:47:27.1 (80823828)|HEAP_ALLOCATE|[17]|Bytes:4
14:47:27.1 (80829615)|VARIABLE_ASSIGNMENT|[17]|i|155
14:47:27.1 (80834614)|STATEMENT_EXECUTE|[17]
14:47:27.1 (80836189)|STATEMENT_EXECUTE|[18]
14:47:27.1 (80846180)|HEAP_ALLOCATE|[18]|Bytes:4
14:47:27.1 (80854689)|VARIABLE_SCOPE_BEGIN|[18]|c|Case|true|false
14:47:27.1 (80865217)|VARIABLE_ASSIGNMENT|[18]|c|{}|0x4d8bafd3
14:47:27.1 (80869940)|STATEMENT_EXECUTE|[19]
14:47:27.1 (80893294)|VARIABLE_ASSIGNMENT|[19]|this.Subject|"1984 AMC Spirit Coup (1 more) ..."|0x4d8bafd3
14:47:27.1 (80899307)|STATEMENT_EXECUTE|[20]
14:47:27.1 (80919621)|VARIABLE_ASSIGNMENT|[20]|this.Vehicle__c|"a00f4000009dfhfAAA"|0x4d8bafd3
14:47:27.1 (80925496)|STATEMENT_EXECUTE|[21]
14:47:27.1 (80938511)|VARIABLE_ASSIGNMENT|[21]|this.Status|"New"|0x4d8bafd3
14:47:27.1 (80944576)|STATEMENT_EXECUTE|[22]
14:47:27.1 (80957454)|VARIABLE_ASSIGNMENT|[22]|this.Type|"Routine Maintenance"|0x4d8bafd3
14:47:27.1 (80962835)|STATEMENT_EXECUTE|[23]
14:47:27.1 (80980969)|VARIABLE_ASSIGNMENT|[23]|this.Equipment__c|"01tf4000000gN1AAAU"|0x4d8bafd3
14:47:27.1 (80986282)|STATEMENT_EXECUTE|[24]
14:47:27.1 (80995408)|HEAP_ALLOCATE|[24]|Bytes:4
14:47:27.1 (81019319)|VARIABLE_ASSIGNMENT|[24]|this.Date_Reported__c|"2018-06-06T00:00:00.000Z"|0x4d8bafd3
14:47:27.1 (81025653)|STATEMENT_EXECUTE|[25]
14:47:27.1 (81033126)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:47:27.1 (81039781)|HEAP_ALLOCATE|[17]|Bytes:4
14:47:27.1 (81045504)|VARIABLE_ASSIGNMENT|[17]|i|156
14:47:27.1 (81050584)|STATEMENT_EXECUTE|[17]
14:47:27.1 (81052029)|STATEMENT_EXECUTE|[18]
14:47:27.1 (81061553)|HEAP_ALLOCATE|[18]|Bytes:4
14:47:27.1 (81070615)|VARIABLE_SCOPE_BEGIN|[18]|c|Case|true|false
14:47:27.1 (81081148)|VARIABLE_ASSIGNMENT|[18]|c|{}|0x63d1b7ca
14:47:27.1 (81086066)|STATEMENT_EXECUTE|[19]
14:47:27.1 (81108221)|VARIABLE_ASSIGNMENT|[19]|this.Subject|"1984 AMC Spirit Coup (1 more) ..."|0x63d1b7ca
14:47:27.1 (81114531)|STATEMENT_EXECUTE|[20]
14:47:27.1 (81134626)|VARIABLE_ASSIGNMENT|[20]|this.Vehicle__c|"a00f4000009dfhfAAA"|0x63d1b7ca
14:47:27.1 (81139969)|STATEMENT_EXECUTE|[21]
14:47:27.1 (81153282)|VARIABLE_ASSIGNMENT|[21]|this.Status|"New"|0x63d1b7ca
14:47:27.1 (81158659)|STATEMENT_EXECUTE|[22]
14:47:27.1 (81171471)|VARIABLE_ASSIGNMENT|[22]|this.Type|"Routine Maintenance"|0x63d1b7ca
14:47:27.1 (81177677)|STATEMENT_EXECUTE|[23]
14:47:27.1 (81195807)|VARIABLE_ASSIGNMENT|[23]|this.Equipment__c|"01tf4000000gN1AAAU"|0x63d1b7ca
14:47:27.1 (81201934)|STATEMENT_EXECUTE|[24]
14:47:27.1 (81212906)|HEAP_ALLOCATE|[24]|Bytes:4
14:47:27.1 (81252029)|VARIABLE_ASSIGNMENT|[24]|this.Date_Reported__c|"2018-06-06T00:00:00.000Z"|0x63d1b7ca
14:47:27.1 (81261723)|STATEMENT_EXECUTE|[25]
